Year,Composer,Lyricist,Song,Lyrics,Decade,Composer_first_name,Composer_last_name,Lyricist_first_name,Lyricist_last_name
1990,عمرو دياب,مجدى النجار,و نندم,"['ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'والله', 'ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'والله', 'حبيت', 'وعشت', 'ليالي', 'بحلم', 'باحلي', 'ربيع', 'حبيت', 'ماكانش', 'بالي', 'الحب', 'الحقيقي', 'يضيع', 'حبيت', 'وعشت', 'ليالي', 'بحلم', 'باحلي', 'ربيع', 'حبيت', 'ماكانش', 'بالي', 'الحب', 'الحقيقي', 'يضيع', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'والله', 'ومشيت', 'الطريق', 'للاخر', 'حبيبتي', 'لوحدي', 'غريب', 'اتاريني', 'وصلت', 'الاخر', 'والاخر', 'مالهش', 'نصيب', 'ومشيت', 'الطريق', 'للاخر', 'حبيبتي', 'غريب', 'اتاريني', 'وصلت', 'الاخر', 'والاخر', 'مالهش', 'نصيب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'والله', 'ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'والله', 'ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'ونندم', 'العشره', 'الغاليه', 'ونرضي', 'بالمكتوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'ادي', 'حال', 'الدنيا', 'بتفرق', 'القلوب', 'والله', 'والله']",Early 1990s,عمرو,دياب,مجدى,النجار
1990,عمرو دياب,عادل عمر,مشغول,"['الدهب', 'غالي', 'بيكي', 'الدهب', 'مشغول', 'لف', 'الهوي', 'بالي', 'بالي', 'صبح', 'مشغول', 'الدهب', 'غالي', 'بيكي', 'الدهب', 'مشغول', 'لف', 'الهوي', 'بالي', 'بالي', 'صبح', 'مشغول', 'قدرت', 'اقول', 'مالي', 'قلت', 'والله', 'اقول', 'جسر', 'لقيتش', 'جمالك', 'جمالك', 'ضي', 'طريقي', 'اتمد', 'الضي', 'بعيونك', 'لقيتش', 'جمالك', 'جمالك', 'ضي', 'طريقي', 'اتمد', 'الضي', 'بعيونك', 'الدهب', 'غالي', 'بيكي', 'الدهب', 'مشغول', 'لف', 'الهوي', 'بالي', 'بالي', 'صبح', 'مشغول', 'القمر', 'عالي', 'والله', 'القمر', 'يطول', 'غنيتي', 'موالي', 'قلبي', 'انشبك', 'طول', 'القمر', 'عالي', 'والله', 'القمر', 'يطول', 'غنيتي', 'موالي', 'قلبي', 'انشبك', 'طول', 'قربك', 'بيحلالي', 'خلي', 'الشبك', 'موصول', 'جسر', 'لقيتش', 'جمالك', 'جمالك', 'ضي', 'طريقي', 'اتمد', 'الضي', 'بعيونك', 'لقيتش', 'جمالك', 'جمالك', 'ضي', 'طريقي', 'اتمد', 'الضي', 'بعيونك', 'الدهب', 'غالي', 'بيكي', 'الدهب', 'مشغول', 'لف', 'الهوي', 'بالي', 'بالي', 'صبح', 'مشغول', 'حالي', 'صابر', 'وبكره', 'هنول', 'نجمه', 'بتلالي', 'بقول', 'حالي', 'صابر', 'وبكره', 'هنول', 'نجمه', 'بتلالي', 'بقول', 'اكون', 'خالي', 'بيك', 'مشغول', 'جسر', 'لقيتش', 'جمالك', 'جمالك', 'ضي', 'طريقي', 'اتمد', 'الضي', 'عيونك', 'لقيتش', 'جمالك', 'جمالك', 'ضي', 'طريقي', 'اتمد', 'الضي', 'عيونك', 'الدهب', 'غالي', 'بيكي', 'الدهب', 'مشغول', 'لف', 'الهوي', 'بالي', 'بالي', 'صبح', 'مشغول', 'الدهب', 'غالي', 'بيكي', 'الدهب', 'مشغول', 'لف', 'الهوي', 'بالي', 'بالي', 'صبح', 'مشغول', 'قدرت', 'اقول', 'مالي', 'قلت', 'والله', 'اقول']",Early 1990s,عمرو,دياب,عادل,عمر
1990,عمرو دياب,مجدى النجار,راح اقولك ايه,"['اقولك', 'اهرب', 'اقولك', 'اهرب', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'اقولك', 'اهرب', 'حبيت', 'اوصافك', 'وجمالك', 'حبيت', 'الحب', 'بالك', 'حبيت', 'اوصافك', 'وجمالك', 'حبيت', 'الحب', 'بالك', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'اقولك', 'اهرب', 'حبيت', 'صوتك', 'وكلامك', 'حنيه', 'قلبك', 'وسلامك', 'حبيت', 'صوتك', 'وكلامك', 'حنيه', 'قلبك', 'وسلامك', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'اقولك', 'اهرب', 'اقولك', 'اهرب', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'اقولك', 'اهرب']",Early 1990s,عمرو,دياب,مجدى,النجار
1990,عمرو دياب,مجدى النجار,الله يخليكي,"['عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'فاهم', 'هنتفاهم', 'الله', 'يخليكي', 'فاهم', 'هنتفاهم', 'حبيتك', 'اكون', 'واهم', 'عارف', 'جري', 'عارف', 'جري', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'قدك', 'شوكك', 'وردك', 'الله', 'يخليكي', 'قدك', 'شوكك', 'وردك', 'الله', 'يخليكي', 'عرضك', 'تسيبيني', 'لوحدي', 'اعيش', 'تسيبيني', 'لوحدي', 'اعيش', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي']",Early 1990s,عمرو,دياب,مجدى,النجار
1990,عمرو دياب,مجدى النجار,اجمل ما فيكي,"['اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'بتحبي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'بتحبي', 'بتحبي', 'اجمل', 'فيكي', 'نداني', 'اعرفش', 'فين', 'وداني', 'اجمل', 'فيكي', 'نداني', 'اعرفش', 'فين', 'وداني', 'صورتك', 'وجداني', 'ساكنه', 'سنين', 'ساكنه', 'سنين', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'بتحبي', 'بتحبي', 'قلبي', 'وسهر', 'لياليكي', 'عاشق', 'متيم', 'بيكي', 'قلبي', 'وسهر', 'لياليكي', 'عاشق', 'متيم', 'بيكي', 'عاشق', 'اسير', 'لعينيكي', 'عاشق', 'نظرتين', 'عاشق', 'نظرتين', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'بتحبي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'بتحبي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'بتحبي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'بتحبي', 'بتحبي']",Early 1990s,عمرو,دياب,مجدى,النجار
1990,حجاج عبدالرحمن,مجدى النجار,حبيتها,"['قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'حبيتها', 'اشوفك', 'اقابلك', 'عشت', 'سنين', 'احلم', 'بلقاكي', 'عشت', 'سنين', 'بتمني', 'اقولك', 'عشقت', 'الروح', 'وياكي', 'اشوفك', 'اقابلك', 'عشت', 'سنين', 'احلم', 'بلقاكي', 'عشت', 'سنين', 'بتمني', 'اقولك', 'عشقت', 'الروح', 'وياكي', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'حبيتها', 'ياللي', 'عيونك', 'شمسي', 'وقمري', 'عمري', 'ابتدي', 'حبيبتي', 'معاكي', 'اجمل', 'حب', 'عمري', 'قلبي', 'يحس', 'هواكي', 'ياللي', 'عيونك', 'شمسي', 'وقمري', 'عمري', 'ابتدي', 'حبيبتي', 'معاكي', 'اجمل', 'حب', 'عمري', 'قلبي', 'يحس', 'هواكي', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'حبيتها']",Early 1990s,حجاج,عبدالرحمن,مجدى,النجار
2016,عمرو طنطاوي,تامر حسين,رسمها,"['رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'فيا', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'فيا', 'ويلي', 'ويلي', 'ويلي', 'ليلي', 'ناويه', 'تجنني', 'حكايه', 'احلمي', 'واتمني', 'مهلك', 'ناويه', 'تخلي', 'عقلي', 'يروح', 'تعرفي', 'مالي', 'جرالي', 'ترحمي', 'وتحني', 'مهلك', 'ناويه', 'تخلي', 'عقلي', 'يروح', 'تعرفي', 'مالي', 'جرالي', 'ترحمي', 'وتحني', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'فيا', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'فيا', 'ويلي', 'ويلي', 'ويلي', 'ليلي', 'ناويه', 'تجنني', 'حكايه', 'احلمي', 'واتمني', 'طب', 'حلاوتك', 'شفت', 'جمالك', 'قلبي', 'ندالك', 'خطفتي', 'طب', 'حلاوتك', 'شفت', 'جمالك', 'قلبي', 'ندالك', 'خطفتي', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'فيا', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'فيا', 'ويلي', 'ويلي', 'ويلي', 'ليلي', 'ناويه', 'تجنني', 'حكايه', 'احلمي', 'واتمني', 'حكايه', 'احلمي', 'واتمني', 'حكايه', 'احلمي', 'واتمني', 'حكايه', 'احلمي', 'واتمني']",Late 2010s,عمرو,طنطاوي,تامر,حسين
2016,عمرو طنطاوي,تامر حسين,أحلى وأحلى,"['بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'روحي', 'زادت', 'قلبي', 'حبيبي', 'قربلي', 'العيون', 'الليله', 'مجننا', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'يومي', 'هيبتدي', 'معاك', 'وهتبقي', 'دنيا', 'جميله', 'حبيبي', 'انسي', 'الدنيا', 'وسيب', 'روحك', 'حضني', 'الليله', 'مجننا', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'السحر']",Late 2010s,عمرو,طنطاوي,تامر,حسين
2016,محمد النادي,تامر حسين,معاك قلبي,"['قولي', 'حبيبي', 'بعيد', 'شوقي', 'ليك', 'بيزيد', 'جيت', 'برتاح', 'قولي', 'حبيبي', 'غيرني', 'بتشغلني', 'عمر', 'قبلك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'معاك', 'قلبي', 'والله', 'بنساك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'ماليش', 'قلبي', 'احلي', 'ملاك', 'احلي', 'ايامي', 'واجمل', 'سنين', 'تتعاش', 'جنبك', 'بلاش', 'اتمناه', 'كلامي', 'حبك', 'فيش', 'بعديه', 'وعرفت', 'راحتي', 'معاه', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'معاك', 'قلبي', 'والله', 'بنساك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'ماليش', 'قلبي', 'احلي', 'ملاك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'معاك', 'قلبي', 'والله', 'بنساك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'ماليش', 'قلبي', 'احلي', 'ملاك']",Late 2010s,محمد,النادي,تامر,حسين
2016,محمد النادي,تامر حسين,أمنتك,"['امنتك', 'حبيبي', 'امانه', 'سلملي', 'ليالي', 'هوانا', 'وحشانا', 'اجمل', 'حلفتك', 'بيا', 'وبالغالي', 'رجعني', 'اعيش', 'احلي', 'ليالي', 'بالي', 'عايزه', 'كلام', 'الشوق', 'خلي', 'ليلي', 'يطول', 'وبفتكرك', 'ودايما', 'اقول', 'هترجع', 'معقول', 'انساك', 'وتنساني', 'حبك', 'بقول', 'حكايات', 'قولتش', 'عمري', 'ماضي', 'وفات', 'اصعب', 'الاوقات', 'بقول', 'ايامنا', 'وحشاني', 'الدنيا', 'بتلهي', 'وسراقه', 'وعيوني', 'لقربك', 'مشتاقه', 'نتلاقي', 'ونقول', 'ونعيد', 'نسيانك', 'عايزله', 'اراده', 'قلبي', 'بيضعف', 'كالعاده', 'يتمادي', 'حبك', 'ويزيد', 'الشوق', 'خلي', 'ليلي', 'يطول', 'وبفتكرك', 'ودايما', 'اقول', 'هترجع', 'معقول', 'انساك', 'وتنساني', 'حبك', 'بقول', 'حكايات', 'قولتش', 'عمري', 'ماضي', 'وفات', 'اصعب', 'الاوقات', 'بقول', 'ايامنا', 'وحشاني', 'الشوق', 'وبفتكرك', 'ودايما', 'اقول', 'هترجع', 'معقول', 'انساك', 'وتنساني', 'حبك', 'بقول', 'حكايات', 'قولتش', 'عمري', 'ماضي', 'وفات', 'اصعب', 'الاوقات', 'بقول', 'ايامنا', 'وحشاني', 'ليلي', 'ليل', 'ليلي']",Late 2010s,محمد,النادي,تامر,حسين
2016,عمرو طنطاوي,تامر حسين,لا لا,"['شوفت', 'ياما', 'الدنيا', 'ياما', 'ياما', 'ياما', 'قلوب', 'كتير', 'عاشقين', 'همنيش', 'ساب', 'علامه', 'طبيعي', 'بالي', 'اسهر', 'ليالي', 'انشغالي', 'حن', 'قلبي', 'ومال', 'زمان', 'شافتش', 'القمر', 'اعمل', 'وتريح', 'قلبي', 'محتاجلك', 'جنبي', 'قولت', 'عنيك', 'بتقولي', 'حبتني', 'جيت', 'حليتلي', 'الدنيا', 'الناس', 'التانيه', 'شفته', 'معاك', 'بعينيا', 'نورلي', 'الحياه']",Late 2010s,عمرو,طنطاوي,تامر,حسين
2016,إسلام زكي,تامر حسين,عكس بعض,"['بزعلش', 'بفتكرك', 'بلاقي', 'اتامل', 'ماضينا', 'كانش', 'حاجه', 'هنكمل', 'بزعلش', 'بفتكرك', 'بلاقي', 'اتامل', 'ماضينا', 'كانش', 'حاجه', 'هنكمل', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'نشبه', 'فالشبه', 'فراقنا', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'نشبه', 'فالشبه', 'فراقنا', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل', 'رسمتلي', 'صوره', 'للجنه', 'نتلاقي', 'مشيت', 'وياك', 'بطيب', 'خاطر', 'لقيتني', 'حيره', 'ومتاهه', 'عرفت', 'قربك', 'الوحده', 'حضنك', 'متغرب', 'وسيره', 'الحب', 'تيجي', 'بقيت', 'بخاف', 'واهرب', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'نشبه', 'فالشبه', 'فراقنا', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'نشبه', 'فالشبه', 'فراقنا', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'نشبه', 'فالشبه', 'فراقنا', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'نشبه', 'فالشبه', 'فراقنا', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل']",Late 2010s,إسلام,زكي,تامر,حسين
2016,طارق نديم,تامر حسين,حبيبتي,"['ليا', 'نظره', 'اعرف', 'بيها', 'الواحده', 'احلي', 'ليا', 'نظره', 'اعرف', 'بيها', 'الواحده', 'احلي', 'واهي', 'فكره', 'جيتي', 'ولاغيتيها', 'حاجه', 'فيكي', 'جميله', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'عامله', 'القلب', 'عمايل', 'ملاك', 'ملاك', 'جمالك', 'رباني', 'بحب', 'اغازلك', 'باغاني', 'جمالك', 'رباني', 'بحب', 'اقول', 'فيكي', 'اغاني', 'احلي', 'كلمه', 'لساني', 'حبك', 'ليش', 'سيره', 'عودك', 'طرح', 'جمل', 'حياتي', 'بالوانه', 'عودك', 'طرح', 'جمل', 'حياتي', 'بالوانه', 'الجواب', 'عنوانه', 'قدام', 'عينيكي', 'مليش', 'حيله', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'عامله', 'القلب', 'عمايل', 'ملاك', 'ملاك', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل', 'حبيبتي', 'بتتمايل', 'خطوتها', 'بتسوي', 'هوايل']",Late 2010s,طارق,نديم,تامر,حسين
2016,إسلام زكي,خالد تاج,وعدتك,"['وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'كفايه', 'احضاني', 'عيونك', 'تبقي', 'ندهاني', 'حابب', 'حياتي', 'معاك', 'عايز', 'وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'كفايه', 'احضاني', 'عيونك', 'تبقي', 'ندهاني', 'حابب', 'حياتي', 'معاك', 'عايز', 'حبيبي', 'واغلي', 'عمري', 'كلام', 'بينا', 'عرفت', 'لقيت', 'عمري', 'وشوفت', 'الدنيا', 'جنه', 'حبيبي', 'واغلي', 'عمري', 'كلام', 'بينا', 'عرفت', 'لقيت', 'عمري', 'وشوفت', 'الدنيا', 'جنه', 'كفايه', 'احضاني', 'عيونك', 'تبقي', 'ندهاني', 'حابب', 'حياتي', 'معاك', 'عايز', 'كفايه', 'احضاني', 'عيونك', 'تبقي', 'ندهاني', 'حابب', 'حياتي', 'معاك', 'عايز', 'كفايه', 'احضاني', 'عيونك', 'تبقي', 'ندهاني', 'حابب', 'حياتي', 'معاك', 'عايز', 'وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'كفايه', 'احضاني', 'عيونك', 'تبقي', 'ندهاني', 'حابب', 'حياتي', 'معاك', 'عايز', 'وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'وعدتك', 'ابقالك', 'واقدم', 'عمري', 'قلبي', 'وروحي', 'تملي', 'رايحالك', 'وبطمن', 'جنبي', 'كفايه', 'احضاني', 'عيونك', 'تبقي', 'ندهاني', 'حابب', 'حياتي', 'معاك', 'عايز']",Late 2010s,إسلام,زكي,خالد,تاج
2016,إسلام زكي,تامر حسين,راجع,"['راجع', 'بتقولي', 'بينا', 'وبتسال', 'كملناش', 'اسال', 'روحك', 'استني', 'ومين', 'استغني', 'وباع', 'ببلاش', 'راجع', 'بتقولي', 'بينا', 'وبتسال', 'كملناش', 'اسال', 'روحك', 'استني', 'ومين', 'استغني', 'وباع', 'ببلاش', 'ردي', 'بقاش', 'هيفيدك', 'ضعت', 'وضيعتني', 'ايدك', 'خساره', 'بتيجي', 'الحاجه', 'الواحد', 'يعوزهاش', 'ردي', 'بقاش', 'هيفيدك', 'ضعت', 'وضيعتني', 'ايدك', 'خساره', 'بتيجي', 'الحاجه', 'الواحد', 'يعوزهاش', 'ناسي', 'كلامك', 'وداعنا', 'قسوه', 'قلبك', 'وعينيك', 'بقولك', 'خليك', 'جنبي', 'اتهزتش', 'وهنت', 'بقي', 'عارف', 'غيرني', 'برئ', 'حنين', 'ملاك', 'هبعد', 'بتفكرني', 'بالجرح', 'عشته', 'معاك', 'ردي', 'بقاش', 'هيفيدك', 'ضعت', 'وضيعتني', 'ايدك', 'خساره', 'بتيجي', 'الحاجه', 'الواحد', 'يعوزهاش', 'ردي', 'بقاش', 'هيفيدك', 'ضعت', 'وضيعتني', 'ايدك', 'خساره', 'بتيجي', 'الحاجه', 'الواحد', 'يعوزهاش', 'ردي', 'بقاش', 'هيفيدك', 'ضعت', 'وضيعتني', 'ايدك', 'خساره', 'بتيجي', 'الحاجه', 'الواحد', 'يعوزهاش', 'ردي', 'بقاش', 'هيفيدك', 'ضعت', 'وضيعتني', 'ايدك', 'خساره', 'بتيجي', 'الحاجه', 'الواحد', 'يعوزهاش', 'ردي', 'بقاش', 'هيفيدك', 'ضعت', 'وضيعتني', 'ايدك', 'خساره', 'بتيجي', 'الحاجه', 'الواحد', 'يعوزهاش']",Late 2010s,إسلام,زكي,تامر,حسين
